conversation_id,utterance_id,utterance,groundtruth,caller
9,182,너도 알다시피,RE,F
9,183,남편과 아내는 둘 다 사무실에서 신문사에서 일한다.,EE,F
9,184,사무실.,EE,F
9,185,그리고 그는 전체의 대통령이다.,EE,F
9,186,"네브라스카, 네",UU,F
9,188,신문 출판인이야.,EE,F
9,191,너 알고 있어?,RQ,F
9,193,그들이 뭐라고 부르든,EE,F
9,194,음.,KK,F
9,195,그래서 그녀는 우리를 방문하기 위해 많이 내려왔다.,EE,F
9,196,너도 알다시피,RE,F
9,197,일년에 두어 번처럼,EE,F
9,198,너도 알다시피,RE,F
9,199,일년에 세 번,EE,F
9,200,그래서 너는 지금 어디에 사니?,QQ,M
9,201,살고 있는 너,QQ,M
9,202,알링턴,QQ,M
9,203,또는 어디에서,QQ,M
9,204,응 맞아.,KE,F
9,205,알링턴,KE,F
9,207,아니요.,KE,F
9,208,학교 밖.,EE,F
9,209,학교까지 매번 운전해?,QQ,M
9,210,응,KE,F
9,211,여기서 약 5분.,DE,F
9,212,그거 잘됐다.,EI,M
9,213,나는 리차드에 산다.,DE,M
9,214,어 리차드슨,EE,M
9,215,리차드슨,RR,F
9,216,좀 멀다,EE,F
9,217,그렇네.,KC,M
9,218,내가 여기 내려왔을 때 그냥 지나쳤어.,DE,F
9,219,너도 알다시피,RE,F
9,220,뉴올리언스에서,DE,F
9,221,뉴올리언스,RR,M
9,222,그래요.,KK,F
9,223,나는 두어 번 지나간다.,DE,F
9,224,이 일이 있은 후,UU,M
9,225,나는 매일 학교에 온다.,DE,M
9,226,하지만 이번 학기가 끝나면 일주일에 3번 정도 올 거야.,DE,M
9,227,나는 알링턴으로 내려가려고 한다.,DE,M
9,228,그렇구나.,KK,F
9,229,단지 기름값을 아끼려구.,DD,M
9,230,그렇구나.,KK,F
9,231,단지 매번 운전하는 걸 좋아하지 않아.,RD,M
9,232,너는 너의 가족을 떠날 것인가?,QQ,F
9,233,아니!,KC,M
9,234,하지만 난 내 직업을 바꾸려는 것뿐이야,DD,M
9,235,그래서 나는 내 직업을 바꿀 수 있다.,DD,M
9,236,그리고 나서 나는 이사가려고.,DD,M
9,237,나는 리차드슨에 있는 중학교에 다니는 남동생이 있다.,DE,M
9,238,아.,KK,F
9,239,그는 1월에 시골에 왔다.,EE,M
9,240,그래서 나는 그가 주니어 대학에서 충분한 시간을 갖기를 원한다.,DD,M
9,241,그런다음 그는 여기서 갈아탈 수 있을 거야,EE,M
9,242,그래요.,KK,F
10,0,첫번째 실험도?,QQ,M
10,1,네.,KE,F
10,2,나 몰랐어.,DD,M
10,3,나는 그들이 무엇을 하는지 몰랐다.,DD,F
10,4,나도 몰랐어.,DD,M
10,5,두 시간,UE,F
10,6,두 시간,RR,M
10,7,알았어.,KE,M
10,9,나는 아마도 그들이 쇼파를 가지고 있다는 것을 알고 있는 채 잠이 들거야,DD,M
10,10,너는 어느 심리학과에 있니?,QQ,F
10,11,어?,KQ,M
10,12,어떤 심리학 섹션,QQ,F
10,13,너는 어느 강의에 들었니?,QQ,F
10,14,아참,KK,M
10,15,13,KK,M
10,20,나의 유일한 야간 코스다.,EE,M
10,21,나는 집으로 운전해야 한다.,DE,M
10,22,그럼 난 차를 타고 다시 돌아가야 해.,DE,M
10,23,한 시간 반 수업이야.,EE,M
10,24,화요일과 목요일이다.,EE,M
10,25,너도 다음주에 시험이 있니?,QQ,F
10,26,음.,KK,M
10,27,우리는 매주 목요일에 시험을 본다.,EE,M
10,28,음.,KK,F
10,29,몰랐어요.,DD,F
10,30,하지만 그들은 키가 작다.,ED,M
10,31,는 것뿐이다,ED,M
10,32,나는 생각해.,DD,M
10,33,우리가 지금까지 가지고 있던 가장 긴 것은 10이다.,EE,M
10,34,10문제?,QQ,F
10,35,음,KE,M
10,36,그래서 너무 짧아.,ED,M
10,37,그들은 쉽다.,EE,M
10,38,우리 반에는,EE,F
10,39,너도 알다시피,RE,F
10,40,4개의 시험입니다. 4개 또는 3개 있습니다.,EE,F
10,42,정말?,QQ,M
10,43,왜냐하면,EE,M
10,44,"봐, 내 것으로.",RE,M
10,45,우리는 신문을 쓸 필요도 없고 기말고사도 없어요.,EE,M
10,47,우리가 하는 일은 이 작은 것뿐이다.,DE,M
10,48,퀴즈,II,F
10,49,매주 목요일,EE,M
10,51,야,KK,M
10,52,나도 좋아해,KC,M
10,53,서너 장을 합쳐서,EE,F
10,54,야,KK,M
10,55,알고있어요,DD,M
10,56,2장을 읽어 보셨나요?,QQ,F
10,57,뉴런으로!,EE,M
10,58,네!,KE,F
10,59,제 말은.,DD,F
10,60,너무 길다,ED,F
10,61,기억해야 할 것들이 너무 많다.,EE,F
10,62,나는 알아.,DC,M
10,63,어떻게 그럴 수 있어?,QU,F
10,64,그것은 어려운 시험이었다.,ED,M
10,65,"오, 정말이요?",KK,F
10,66,야,KD,M
10,67,그것은 어려운 것이었다.,KD,M
10,68,두 개를 놓친 것 같아.,DD,M
10,70,네.,KK,M
10,71,우리 아빠는 의사야,EE,M
10,72,우리 엄마는 간호사야,EE,M
10,73,그들은 앉아서 나에게 이 모든 것을 설명하려고 한다.,EE,M
10,74,이해할 수 없다!,DD,M
10,75,그것은 긴 장이었다.,EE,M
10,76,나는 이것들 중 세 가지를 더 해야 한다는 것을 믿지 않는다!,DD,M
10,77,아니요.,KE,F
10,78,두 개 더,EE,F
10,79,이것은 두시간이다,EE,F
10,80,그런가요?,QQ,M
10,81,2학점,EE,F
10,82,아참,KK,M
10,83,좋네.,KK,M
10,84,난 그걸 읽지 않았어!,DD,M
10,85,"아 고마워라!, 기쁘도다!",UD,M
10,86,나는 이것들 중 세 개 더 앉아도 될지 모르겠다.,DD,M
10,87,그래서 전공이 뭐야?,QQ,M
10,88,치과의사 전?,EE,F
10,89,그런가요?,QQ,M
10,90,네 것들은 어때?,QQ,F
10,91,간호학,EE,M
10,92,나는 내가 치과의사가 될 수 있을지 모르겠다.,DD,M
10,93,오오흐,KI,M
10,94,드릴 소리가 나를 미치게 한다.,ED,M
10,96,그렇게 나쁘지 않아.,ED,F
10,97,입을 너무 오래 벌리다,UE,M
10,98,네 턱에 쥐가 났어,IE,M
10,99,알았어.,KK,F
10,100,너는 거기에 앉아서 계속한다.,RD,M
10,101,그 드릴 소리를 듣고 짜증나는 것은 아무것도 없다.,ED,M
10,102,다른 것은 전혀 나에게 영향을 주지 않는다.,ED,M
10,105,알았어.,KK,M
10,106,나는 알아.,DD,M
10,107,내가 치과에 갈 때 나는 헤드폰을 가지고 간다.,DE,M
10,108,나는 헤드폰을 끼고 앉아있기 때문에 들을 필요가 없다.,DE,M
10,109,그 드릴까지,DE,M
10,110,그것은 나를 미치게 해!,ED,M
10,111,우리 엄마가 그러는데 드릴에 대한 공포증이래,EE,M
10,113,우리 엄마가 그러셔.,RE,F
10,114,너도 알다시피,RE,F
10,115,"당신이 하는 것처럼, 시추작업을 할 필요는 없다.",RE,F
10,116,괜찮아요.,EE,F
10,117,아참,KK,M
10,118,알고있어요,KK,M
10,119,내가 그걸 감당할 수 있을지 모르겠어,DD,M
10,121,겁나는,ED,M
10,122,목구멍이 아파,ED,M
10,123,간호에 익숙해져야 해,DD,M
10,124,너도 알다시피,RA,M
10,125,내가 생각하는 것은 무엇이든지,DD,F
10,126,음,KK,M
10,127,처음 몇 번은 겁먹었을 거야,DD,F
10,128,내가 이빨을 부러뜨렸으니 긴장되겠지,DD,M
10,129,드릴을 삼키게 만들거나,DE,M
10,130,"왜냐하면, 내 여동생처럼 그녀는 치과의사니까.",EE,F
10,131,좋아.,KK,F
10,132,그녀인가,QQ,M
10,133,응.,KE,F
10,134,치과의사가 된 이유는 치과의사가 두려워서야,KE,F
10,135,죽은 사람들 보기,KE,F
10,136,그리고 그녀는 생각했다.,EE,F
10,137,너도 알다시피,RE,F
10,138,치과의사 학교에서의 공부,RE,F
10,139,너는 해야해.,RE,F
10,140,너도 알다시피,RE,F
10,141,마치 음.,RE,F
10,142,죽은 사람을 해부하듯.,EE,F
10,143,오.,KK,M
10,144,그리고 그녀는 치과에 간다.,EE,F
10,145,그리고 너가 수강하는 첫번째 수업은 해부학이다.,EE,F
10,146,그리고 너는 죽은 사람을 잘라내야 해,EE,F
10,147,알았어.,KK,M
10,148,"그리고 그녀는 ""오 마이 갓""이라고 말했다.",EE,F
10,149,하지만 그녀는 말했다,RE,F
10,150,너도 알다시피,RE,F
10,151,처음에 그녀는 그것을 정말로 두려워했다.,EE,F
10,152,하지만 그녀는 네가 익숙해졌다고 말한다.,EE,F
10,153,내 말은 너의 점수는 그것에 달려있다.,AE,F
10,154,합격하든 말든,EE,F
10,155,야,KK,M
10,156,그것에 따라서,AE,F
10,157,너는 그걸 할거야,ID,F
10,158,그래서,KK,F
10,159,간호학교를 나오자마자 의대에 진학할 겁니다.,DE,M
10,160,정말?,QQ,F
10,161,응,KD,M
10,162,우리 아빠가 갔던 것과 같은 것,EE,M
10,163,너는 왜 간호학교를 다녀야 하니?,QQ,F
10,164,아참,KK,M
10,165,음,KK,F
10,166,나는 이곳에서 의료 예과 과정을 오려고 했어.,DD,M
10,167,그리고 나서 나는 의학에 종사하고 있었다. 학교,DE,M
10,168,음,KK,F
10,169,야,KK,F
10,170,하지만 그때 나는 생각했다.,DD,M
10,171,좋아.,KK,M
10,172,간호와 의술 여기도 마찬가지야,DD,M
10,173,거의 같은 것,DD,M
10,174,2시간이나 더 있어야 하는데,ED,M
10,175,그래서 나는 단지 그 두 시간을 더 가져야만 한다.,DD,M
10,176,의대에 진학하는 동안 간호사로 일할 수 있어,DE,M
10,177,그래서 나는 의지할 것이 있다.,DE,M
10,178,아참,KK,F
10,179,마치 당신이 1년 말에 성공하지 못한 것처럼.,KK,F
10,180,응,KE,M
10,181,좋네.,EI,F
10,182,나는 생물학 전공이 맞는 것 같아.,DD,F
10,183,나는 몰라.,DD,F
10,184,만약 그들이 나를 치과대학에 데려가지 않는다면?,QQ,F
10,185,제 말은.,DD,F
10,186,하나님 제발 안 그렇기를!,DD,F
10,187,만약 내가 이해하지 못한다면,DD,F
10,188,너도 알다시피,RD,F
10,189,내가 하려는 건.,RQ,F
10,190,내가 바꿀거야.,DD,F
10,191,알았어.,KK,M
10,192,우리 아빠는 미생물학을 제일 먼저 전공하셨다.,EE,M
10,193,그리고 의대에 진학했고,EE,M
10,194,그는 지금 정신과 의사다.,EE,M
10,195,"그는 ""그런 실험에 가는 것이 좋겠다""고 말했다.",EE,M
10,196,나는 집에 가고 싶다.,DD,F
10,197,늦었어요.,ED,F
10,198,나도 그렇다.,DD,M
10,199,오늘 아침 8시부터 여기 있었어,DE,M
10,200,이것 때문에?,QQ,F
10,201,나는 오늘 아침 사회학 수업에 가야만 했다.,DE,M
10,202,8시 15분에 나왔어,EE,M
10,203,왜냐하면 우리가 해야 할 일은 시험을 보는 것이었기 때문이다.,EE,M
10,204,그래서 15분만에 끝냈어,DE,M
10,205,나는 그 이후로 줄곧 여기에 있었다.,DE,M
10,206,왜냐하면 나는 차를 타고 집으로 돌아가서 운전하고 싶지 않았기 때문이다.,DD,M
10,207,어디에 사세요?,QQ,F
10,208,"오, 서쪽 요새에서,",KK,M
10,209,공군기지로,EE,M
10,210,우리 아빠는 공군에서 복무하셨어.,EE,M
10,211,좋아.,KK,F
10,212,나 이해했어.,DD,F
10,213,그래서 우리가 지금 살고 있는 곳이야.,EE,M
10,214,우리는 알링턴에 집을 짓고 있어,DE,M
10,215,좀 멀어보여.,ED,F
10,216,응.,KK,M
10,217,약 25마일 정도 된다.,EE,M
10,218,일단 주간 고속도로를 타면 나쁘지 않지만,EE,M
10,219,막 주간 고속도로에 도착하기 위해.,EE,M
10,220,그게 어려운 부분이야,ED,M
10,221,여기 그녀가 온다!,EE,M
11,0,나는 이것이 2시간이 걸리지 않기를 바란다.,DD,F
11,1,나 역시 그렇지 않다.,KC,M
11,2,그럴것이 확실해.,DD,M
11,3,나는 나의 옐로카드를 잊어버렸다.,DD,F
11,5,아마도 그녀는 그것을 가지고 있을 것이다.,EE,M
11,6,음-음,KK,F
11,7,그녀는 하지 않는다,EE,F
11,9,그래야만..,DE,F
11,11,음.,KK,F
11,12,네.,KK,F
11,13,그녀는 내가 그녀의 사무실을 찾아야 한다고 말했다.,EE,F
11,14,그녀의 근무시간을 알려고,DD,F
11,15,그녀는 의사니?,QQ,M
11,16,대학원생?,QQ,M
11,17,나는 그녀가 뭐하는지 몰라.,DD,F
11,18,나는 우리가 아무것도 하지 않았으면 좋겠다.,DD,F
11,20,알았어.,KC,M
11,21,그리고 그녀는 저 위로 올라가고...,EE,F
11,22,너의 전공은 뭐니?,QQ,M
11,23,미정.,EE,F
11,24,내 생각에 그것은 금융이다.,DD,F
11,34,나는 이번 학기에 천문학을 받았어. 코한.,DE,F
11,35,그는 터프하다,EI,F
11,36,그게 입문 강좌야?,QQ,M
11,37,아니요.,KE,F
11,38,그는 정말 터프하다.,ED,F
11,39,그것밖에 없는 계급은,EE,F
11,40,나는,EE,F
11,41,역사학을 제외하고,DD,F
11,42,그건 정말 지루해,DD,F
11,44,그녀의 이름은 무엇인가?,QQ,F
11,45,그렉이야.,EE,M
11,46,그녀의 이름?,QQ,F
11,47,오.,KK,F
11,48,안녕 그렉,KK,F
11,49,아참,KK,M
11,50,안녕,KK,M
11,51,내이름은 에밀리야,EE,F
11,52,에밀리.,RE,M
11,53,알아?,QQ,F
11,54,을 알 리가 없다,DD,M
11,55,나는 또 다른 것을 신청했다.,DE,M
11,56,나는 그것이 어디에 있는지 보러 내려갔다.,DE,M
11,57,실험에서 누가 될 수 있는가에 대한 요구 조건을 달았지,EE,M
11,58,당신은 그것을 알아차렸나요?,QQ,M
11,59,응,KE,F
11,60,왜냐하면 나는 파란 실험에 있었기 때문이다.,DE,M
11,61,내 말은 빨간색이요.,DE,M
11,62,오,KE,F
11,63,넌 그냥 아무나 싫어하잖아,II,F
11,64,청색,EE,M
11,65,음.,KK,M
11,66,당신은 보지 않았다.,II,F
11,67,그래요.,KE,M
11,68,나는 가지고 있었다,DD,M
11,69,그들은 어제 모두의 이름을 가지고 있었다.,EE,M
11,70,또는 이틀 전에,EE,M
11,71,그래서 어떻게 됐나요?,QQ,F
11,72,나는 전환되었다.,DE,M
11,73,다른 사람이 한 것처럼,EE,M
11,74,여기저기 낙서들이 널려 있었다.,EE,M
11,75,----제가 가입했을 때,EE,F
11,76,2시간 크레딧이기 때문에,EE,F
11,77,난 4개만 있으면 돼.,DE,F
11,78,맞다,EE,M
11,80,다음 주에 한 2시간 더 받을 수 있어. 그리고 나서 걱정하지 않을게.,DE,F
11,81,이제 더 이상 그 일에 관해서 말이야,DD,F
11,82,여긴 정말 좋은 방이야.,ED,F
11,83,오늘은 나의 날이야.,ED,F
11,84,너 방금 개학했어?,QQ,M
11,85,나는 지난 학기에 동부에 있었다.,DE,F
11,87,정말.,QK,F
11,89,응.,KK,M
11,90,데니스 피어슨이란 사람 알아?,QQ,M
11,91,내가 그랬어?,QQ,F
11,92,그래요.,KE,M
11,93,데니스 피어슨,RR,F
11,94,아니요.,KE,F
11,95,아니라는게 확실해,DD,F
11,96,나는 아무도 모른다.,DD,F
11,97,난 그냥 뒤에 앉았어,DE,F
11,98,내 일을 했다.,DE,F
11,99,그게 그가 있었던 방식이야.,EE,M
11,100,여기에 얼마나 있었니?,QQ,F
11,101,올해가 내 2년차야.,EE,M
11,102,마음에 드세요?,QQ,F
11,103,그래요.,KD,M
11,104,괜찮아,ED,M
11,105,어려웠나요?,QQ,F
11,106,어려워 보여,ED,F
11,108,내가 가르쳤던 어려웠던 수업은,ED,M
11,109,이런거야.,ED,M
11,110,얼마나 걸릴까,QQ,F
11,111,오래 걸려.,EE,M
11,112,다음 학기에 19시간을 갖기를 원한다.,EE,M
11,113,난 12학점만 수강하는 중인데,DE,M
11,114,졸업하려면 몇 학점이 필요해?,QQ,F
11,115,140 이상.,EE,M
11,117,나는 금융이야.,DE,F
11,118,나는 120학점이 필요해.,DE,F
11,119,그래요.,KK,M
11,120,전기공학.,EE,F
11,121,그것도 좋은 전공이야.,ED,F
11,122,나는 확신해.,DD,F
11,123,내가 만약 졸업한다면,ED,M
11,124,당신은 할 수 있어요.,II,F
11,125,당신이 매년 전진하는 한 그것은 중요하지 않다.,ED,F
11,126,"한 학기에 3시간으로 늦춘다면, 너는 거기에 도착할 것이다.",II,F
11,127,내가 절대 낙제하지 않는 한.,DD,M
11,128,그래서 이번 학기에 12학점을 수강한다고?,QQ,F
11,129,난 12학점을 수강할거야.,DE,F
11,130,매년 24학점씩,EE,M
11,131,곱하기 4년,EE,M
11,132,그럼 96,EE,M
11,133,넌 6년 동안 여기 있을 거야,RE,F
11,134,나는 여름 학교를 다닐 것이다.,DE,M
11,135,난 여기 있을게,DE,F
11,137,아니야,KE,F
11,138,130시간 남았어,DE,F
11,139,24,EE,F
11,140,네 말이 맞다,II,F
11,141,지난 학기에 3개 받았어.,DE,F
11,142,거기서 3시간,EE,F
11,143,24 x 4 = 뭐라고 하셨죠?,QQ,F
11,144,96,EE,F
11,145,96,RR,M
11,146,96과 3,EE,F
11,147,그래요.,KK,F
11,148,그건 97이지.,EE,F
11,149,나는 거의 33시간이 부족할 것이다.,DE,F
11,150,그리고 만약 내가 매 여름마다 3시간씩 걸렸다면 그건 또 다른 12시간이다.,EE,F
11,151,나는 그것을 5년 안에 할 수 있다.,DE,F
11,153,아마 아닐거예요.,DD,F
11,154,만약 내가 여름 학교에 간다면,UD,F
11,155,만약 그렇지 않다면 그것은 5년보다 길 것이다.,ED,F
